Employee_ID,Hire_Date,Age,Gender,Marital_Status,Region,Education_Level,Department,Employment_Type,Shift,Tenure_Years,Monthly_Salary_PHP,Performance_Score,Performance_Rating,Training_Hours_YTD,Absences_YTD,Overtime_Hours_Monthly,Distance_Office_KM,Job_Satisfaction_Score,Work_Life_Balance_Score,Num_Promotions,Prev_Companies,Attrition,Hire_Year,Salary_Bracket,Age_Group,High_Performer,Engagement_Score,Promotion_Rate,Overtime_Intensity,Tenure_Squared,Salary_Per_Tenure,Employment_Risk,Is_Regular,Perf_Rating_Numeric,Shift_Risk,Dept_Salary_Ratio,Satisfaction_x_Performance,Tenure_x_Promotions,Absence_Rate,Salary_x_Satisfaction,Education_Numeric,Tenure_x_Education,Career_Start_Age,Stagnation_Flag,Attrition_Risk_Score,Stability_Score,Education_Level_Encoded,Performance_Rating_Encoded,Gender_Encoded,Marital_Status_Encoded,Region_Encoded,Department_Encoded,Employment_Type_Encoded,Shift_Encoded,Salary_Bracket_Encoded,Age_Group_Encoded,Overtime_Intensity_Encoded
EMP03823,2015-10-06,52.0,Male,Married,NCR,Vocational,IT,Contractual,Night,13.4,44500.0,4.1,Exceeds Expectations,52.0,10,15,5.0,4.4,4.8,4,4,0,2015,High,Senior (46+),1,4.6,0.29850746268656714,Moderate,179.56,3320.89552238806,1,0,3,2,0.7542372881355932,18.04,53.6,0.7462686567164178,19.580000000000002,2,26.8,38.6,0,3,13.28,2,3,1,0,1,4,0,3,0,1,2
EMP05160,2020-11-29,50.0,Male,Single,Region III,High School,HR,Regular,Afternoon,23.3,46500.0,3.1,Meets Expectations,33.0,9,9,24.0,3.8,6.5,4,0,0,2020,High,Senior (46+),0,5.15,0.17167381974248927,Low,542.89,1995.7081545064377,0,1,2,1,1.1772151898734178,11.78,93.2,0.38626609442060084,17.67,1,23.3,26.7,0,1,17.810000000000002,1,2,1,2,3,3,2,0,0,1,1
EMP04755,2022-10-07,58.0,Female,Single,NCR,Vocational,Sales,Contractual,Morning,9.7,34500.0,4.4,Exceeds Expectations,53.0,11,35,8.0,5.5,3.2,2,1,0,2022,Medium,Senior (46+),1,4.35,0.2061855670103093,Very High,94.08999999999999,3556.7010309278353,1,0,3,0,0.9583333333333334,24.200000000000003,19.4,1.1340206185567012,18.975,2,19.4,48.3,0,6,10.29,2,3,0,2,1,7,0,2,2,1,3
EMP04971,2010-02-01,37.0,Male,Married,NCR,Vocational,Compliance,Regular,Graveyard,13.1,41000.0,2.6,Meets Expectations,20.0,22,16,14.0,4.1,3.1,2,0,1,2010,High,Mid-Career (31-45),0,3.5999999999999996,0.15267175572519084,Moderate,171.60999999999999,3129.7709923664124,0,1,2,3,0.784688995215311,10.66,26.2,1.6793893129770994,16.81,2,26.2,23.9,0,4,12.220000000000002,2,2,1,0,1,0,2,1,0,0,2
EMP01334,2021-05-06,46.0,Male,Single,Region I,Bachelor,Operations,Contractual,Afternoon,9.2,34500.0,4.4,Exceeds Expectations,62.0,8,12,232.0,4.9,4.3,2,5,1,2021,Medium,Senior (46+),1,4.6,0.2173913043478261,Moderate,84.63999999999999,3750.0000000000005,1,0,3,1,0.92,21.560000000000002,18.4,0.8695652173913044,16.905,3,27.599999999999998,36.8,0,6,10.44,3,3,1,2,2,6,0,0,2,1,2
EMP04065,2016-05-14,41.0,Female,Widowed,Region XI,Bachelor,IT,Regular,Morning,18.1,53500.0,4.0,Exceeds Expectations,40.0,8,13,300.0,6.9,4.8,4,1,0,2016,High,Mid-Career (31-45),1,5.85,0.22099447513812154,Moderate,327.61000000000007,2955.8011049723755,0,1,3,0,0.9067796610169492,27.6,72.4,0.4419889502762431,36.915,3,54.300000000000004,22.9,0,0,19.47,3,3,0,3,7,4,2,2,0,0,2
EMP01502,2012-01-02,40.0,Male,Married,Region III,High School,HR,Contractual,Afternoon,7.8,26000.0,1.0,Needs Improvement,24.0,19,12,36.0,1.0,4.6,0,1,1,2012,Medium,Mid-Career (31-45),0,2.8,0.0,Moderate,60.839999999999996,3333.3333333333335,1,0,1,1,0.6582278481012658,1.0,0.0,2.435897435897436,2.6,1,7.8,32.2,1,16,4.359999999999999,1,1,1,0,3,3,0,0,2,0,2
EMP03093,2014-06-01,58.0,Female,Separated,Region XI,Vocational,Operations,Project-based,Afternoon,9.6,29000.0,2.8,Meets Expectations,29.0,18,14,300.0,3.1,5.3,1,0,1,2014,Medium,Senior (46+),0,4.2,0.10416666666666667,Moderate,92.16,3020.8333333333335,2,0,2,1,0.7733333333333333,8.68,9.6,1.875,8.99,2,19.2,48.4,0,8,7.119999999999999,2,2,0,1,7,6,1,0,2,1,2
EMP04254,2021-05-01,58.0,Female,Married,NCR,Bachelor,Operations,Regular,Afternoon,21.9,43000.0,3.2,Meets Expectations,31.0,12,19,6.0,3.1,7.7,4,1,0,2021,High,Senior (46+),0,5.4,0.18264840182648404,Moderate,479.60999999999996,1963.4703196347034,0,1,2,1,1.1466666666666667,9.920000000000002,87.6,0.5479452054794521,13.33,3,65.69999999999999,36.1,0,1,17.78,3,2,0,0,1,6,2,0,0,1,2
EMP02478,2019-10-19,44.0,Male,Single,Region I,Bachelor,Marketing,Regular,Morning,19.0,52500.0,4.2,Exceeds Expectations,45.0,7,12,280.0,1.4,6.6,5,0,0,2019,High,Mid-Career (31-45),1,4.0,0.2631578947368421,Moderate,361.0,2763.157894736842,0,1,3,0,1.0606060606060606,5.88,95.0,0.3684210526315789,7.35,3,57.0,25.0,0,2,18.8,3,3,1,2,2,5,2,2,0,0,2
EMP05450,2016-11-29,57.0,Male,Married,NCR,Master,Marketing,Regular,Morning,29.1,71500.0,4.3,Exceeds Expectations,43.0,9,14,10.0,4.3,4.2,8,2,0,2016,Very High,Senior (46+),1,4.25,0.274914089347079,Moderate,846.8100000000001,2457.044673539519,0,1,3,0,1.4444444444444444,18.49,232.8,0.30927835051546393,30.745,4,116.4,27.9,0,0,24.07,4,3,1,0,1,5,2,2,3,1,2
EMP03548,2012-08-25,39.0,Male,Married,Region IV-A,Bachelor,Sales,Regular,Afternoon,15.1,37500.0,2.7,Meets Expectations,42.0,10,11,55.0,5.0,6.3,2,0,0,2012,Medium,Mid-Career (31-45),0,5.65,0.13245033112582782,Moderate,228.01,2483.4437086092717,0,1,2,1,1.0416666666666667,13.5,30.2,0.6622516556291391,18.75,3,45.3,23.9,0,3,14.67,3,2,1,0,4,7,2,0,2,0,2
EMP03842,2023-10-10,51.0,Female,Single,CAR,Bachelor,Marketing,Regular,Graveyard,24.5,54000.0,5.0,Outstanding,67.0,10,23,300.0,5.8,3.4,8,1,1,2023,High,Senior (46+),1,4.6,0.32653061224489793,High,600.25,2204.081632653061,0,1,4,3,1.0909090909090908,29.0,196.0,0.40816326530612246,31.32,3,73.5,26.5,0,1,23.499999999999996,3,4,0,2,0,5,2,1,0,1,0
EMP02159,2020-05-18,31.0,Male,Married,Region VI,Bachelor,Customer Service,Regular,Graveyard,8.2,30000.0,3.0,Meets Expectations,26.0,10,22,300.0,5.6,4.4,1,1,1,2020,Medium,Mid-Career (31-45),0,5.0,0.12195121951219513,High,67.24,3658.536585365854,0,1,2,3,0.759493670886076,16.799999999999997,8.2,1.2195121951219514,16.799999999999997,3,24.599999999999998,22.8,0,5,11.64,3,2,1,0,5,1,2,1,2,0,0
EMP05669,2020-10-30,36.0,Female,Married,Region I,Bachelor,IT,Regular,Afternoon,16.8,57000.0,4.8,Outstanding,61.0,6,32,203.0,6.8,4.3,5,6,0,2020,High,Mid-Career (31-45),1,5.55,0.2976190476190476,Very High,282.24,3392.8571428571427,0,1,4,1,0.9661016949152542,32.64,84.0,0.35714285714285715,38.76,3,50.400000000000006,19.2,0,0,19.91,3,4,0,0,2,4,2,0,0,0,3
EMP01860,2010-02-01,51.0,Female,Married,Region XI,Bachelor,Operations,Regular,Night,23.6,36000.0,4.4,Exceeds Expectations,38.0,14,26,197.0,5.9,5.3,6,1,0,2010,Medium,Senior (46+),1,5.6,0.2542372881355932,High,556.96,1525.4237288135591,0,1,3,2,0.96,25.960000000000004,141.60000000000002,0.5932203389830508,21.240000000000002,3,70.80000000000001,27.4,0,0,22.32,3,3,0,0,7,6,2,3,2,1,0
EMP03687,2008-04-03,58.0,Female,Single,Region VII,Bachelor,Operations,Regular,Afternoon,22.7,41500.0,3.4,Meets Expectations,36.0,10,11,281.0,6.7,5.6,5,2,0,2008,High,Senior (46+),0,6.15,0.22026431718061676,Moderate,515.29,1828.193832599119,0,1,2,1,1.1066666666666667,22.78,113.5,0.4405286343612335,27.805000000000003,3,68.1,35.3,0,1,19.69,3,2,0,2,6,6,2,0,0,1,2
EMP05480,2018-11-21,37.0,Male,Married,Region VII,Vocational,HR,Contractual,Afternoon,8.0,31500.0,4.9,Outstanding,54.0,6,30,107.0,6.9,4.0,3,1,0,2018,Medium,Mid-Career (31-45),1,5.45,0.375,High,64.0,3937.5,1,0,4,1,0.7974683544303798,33.81,24.0,0.75,21.735,2,16.0,29.0,0,4,12.05,2,4,1,0,6,3,0,0,2,0,0
EMP04571,2020-01-31,26.0,Male,Separated,Region III,Vocational,Sales,Regular,Morning,5.3,24500.0,2.6,Meets Expectations,46.0,15,11,26.0,4.1,2.3,1,3,1,2020,Low,Young (18-30),0,3.1999999999999997,0.18867924528301888,Moderate,28.09,4622.641509433963,0,1,2,0,0.6805555555555556,10.66,5.3,2.8301886792452833,10.045,2,10.6,20.7,0,4,9.26,2,2,1,1,3,7,2,2,1,2,2
EMP02336,2019-11-27,42.0,Female,Single,Region XI,Bachelor,IT,Project-based,Night,8.0,50000.0,1.3,Needs Improvement,29.0,17,14,300.0,3.1,5.7,1,1,1,2019,High,Mid-Career (31-45),0,4.4,0.125,Moderate,64.0,6250.0,2,0,1,2,0.847457627118644,4.03,8.0,2.125,15.5,3,24.0,34.0,0,10,7.0,3,1,0,2,7,4,1,3,0,0,2
EMP04687,2021-04-25,38.0,Male,Single,Region III,Bachelor,Customer Service,Contractual,Morning,7.9,30500.0,1.5,Needs Improvement,16.0,15,20,62.0,1.8,4.5,0,7,1,2021,Medium,Mid-Career (31-45),0,3.15,0.0,Moderate,62.410000000000004,3860.759493670886,1,0,1,0,0.7721518987341772,2.7,0.0,1.8987341772151898,5.49,3,23.700000000000003,30.1,1,16,4.73,3,1,1,2,3,1,0,2,2,0,2
EMP03446,2018-04-01,55.0,Female,Single,Region III,High School,Sales,Regular,Morning,17.7,32000.0,3.0,Meets Expectations,46.0,12,6,44.0,3.9,5.6,3,2,0,2018,Medium,Senior (46+),0,4.75,0.16949152542372883,Low,313.28999999999996,1807.9096045197741,0,1,2,0,0.8888888888888888,11.7,53.099999999999994,0.6779661016949153,12.48,1,17.7,37.3,0,1,15.29,1,2,0,2,3,7,2,2,2,1,1
EMP03537,2021-09-06,58.0,Female,Married,Region I,Bachelor,Marketing,Regular,Afternoon,28.4,60000.0,3.6,Exceeds Expectations,55.0,9,25,270.0,2.8,6.0,6,2,0,2021,High,Senior (46+),0,4.4,0.21126760563380284,High,806.56,2112.6760563380285,0,1,3,1,1.2121212121212122,10.08,170.39999999999998,0.31690140845070425,16.799999999999997,3,85.19999999999999,29.6,0,1,20.08,3,3,0,0,2,5,2,0,0,1,0
EMP03084,2014-12-15,47.0,Female,Single,Region IV-A,Vocational,Customer Service,Project-based,Afternoon,8.2,37000.0,3.7,Exceeds Expectations,39.0,15,20,35.0,1.3,7.2,2,1,1,2014,Medium,Senior (46+),0,4.25,0.24390243902439027,Moderate,67.24,4512.19512195122,2,0,3,1,0.9367088607594937,4.8100000000000005,16.4,1.829268292682927,4.8100000000000005,2,16.4,38.8,0,9,7.890000000000001,2,3,0,2,4,1,1,0,2,1,2
EMP02808,2018-09-01,52.0,Female,Separated,Region III,High School,Operations,Project-based,Afternoon,7.9,24500.0,4.1,Exceeds Expectations,57.0,13,18,40.0,4.8,4.9,2,2,1,2018,Low,Senior (46+),1,4.85,0.2531645569620253,Moderate,62.410000000000004,3101.26582278481,2,0,3,1,0.6533333333333333,19.679999999999996,15.8,1.6455696202531644,11.76,1,7.9,44.1,0,7,10.43,1,3,0,1,3,6,1,0,1,1,2
EMP03585,2021-02-28,57.0,Female,Single,NCR,Vocational,HR,Regular,Night,28.6,44500.0,1.3,Needs Improvement,13.0,19,18,38.0,1.0,5.1,2,1,1,2021,High,Senior (46+),0,3.05,0.06993006993006992,Moderate,817.96,1555.944055944056,0,1,1,2,1.1265822784810127,1.3,57.2,0.6643356643356643,4.45,2,57.2,28.4,0,7,14.77,2,1,0,2,1,3,2,3,0,1,2
EMP04631,2019-02-04,51.0,Female,Single,Region IV-A,Vocational,Marketing,Project-based,Afternoon,10.1,40000.0,1.4,Needs Improvement,33.0,13,14,25.0,1.0,5.7,1,3,1,2019,Medium,Senior (46+),0,3.35,0.09900990099009901,Moderate,102.00999999999999,3960.3960396039606,2,0,1,1,0.8080808080808081,1.4,10.1,1.2871287128712872,4.0,2,20.2,40.9,0,11,6.37,2,1,0,2,4,5,1,0,2,1,2
EMP05120,2022-05-31,30.0,Female,Separated,Region IV-A,High School,IT,Contractual,Night,5.8,38000.0,2.6,Meets Expectations,28.0,20,4,59.0,4.2,7.7,1,1,1,2022,Medium,Young (18-30),0,5.95,0.1724137931034483,Low,33.64,6551.724137931034,1,0,2,2,0.6440677966101694,10.920000000000002,5.8,3.4482758620689657,15.959999999999999,1,5.8,24.2,0,7,8.11,1,2,0,1,4,4,0,3,2,2,1
EMP01297,2018-10-18,49.0,Female,Single,Region XI,Master,Marketing,Project-based,Night,10.3,55500.0,5.0,Outstanding,47.0,8,15,300.0,4.2,6.3,3,3,1,2018,High,Senior (46+),1,5.25,0.2912621359223301,Moderate,106.09000000000002,5388.349514563107,2,0,4,2,1.121212121212121,21.0,30.900000000000002,0.7766990291262136,23.31,4,41.2,38.7,0,4,12.31,4,4,0,2,7,5,1,3,0,1,2
EMP03101,2017-10-19,30.0,Male,Married,NCR,Bachelor,Customer Service,Contractual,Morning,5.5,31500.0,2.6,Meets Expectations,24.0,12,25,10.0,5.4,3.1,0,1,1,2017,Medium,Young (18-30),0,4.25,0.0,High,30.25,5727.272727272727,1,0,2,0,0.7974683544303798,14.040000000000001,0.0,2.1818181818181817,17.01,3,16.5,24.5,1,12,5.3500000000000005,3,2,1,0,1,1,0,2,2,2,0
EMP02785,2018-05-10,35.0,Female,Married,Region IV-A,Bachelor,IT,Regular,Night,13.8,50500.0,1.4,Needs Improvement,25.0,18,11,33.0,3.2,6.5,1,1,0,2018,High,Mid-Career (31-45),0,4.85,0.07246376811594203,Moderate,190.44000000000003,3659.4202898550725,0,1,1,2,0.8559322033898306,4.4799999999999995,13.8,1.3043478260869565,16.16,3,41.400000000000006,21.2,0,5,12.61,3,1,0,0,4,4,2,3,0,0,2
EMP03395,2023-01-31,56.0,Male,Married,NCR,Master,Customer Service,Regular,Afternoon,26.9,66500.0,4.1,Exceeds Expectations,50.0,10,30,6.0,4.5,5.6,7,0,0,2023,Very High,Senior (46+),1,5.05,0.26022304832713755,High,723.6099999999999,2472.118959107807,0,1,3,1,1.6835443037974684,18.45,188.29999999999998,0.3717472118959108,29.925,4,107.6,29.1,0,0,23.43,4,3,1,0,1,1,2,0,3,1,0
EMP01394,2014-09-18,40.0,Female,Married,Region I,Bachelor,Marketing,Contractual,Graveyard,11.3,43500.0,1.0,Needs Improvement,5.0,17,18,157.0,1.0,2.5,1,1,1,2014,High,Mid-Career (31-45),0,1.75,0.08849557522123894,Moderate,127.69000000000001,3849.5575221238937,1,0,1,3,0.8787878787878788,1.0,11.3,1.5044247787610618,4.35,3,33.900000000000006,28.7,0,11,5.01,3,1,0,0,2,5,0,1,0,0,2
EMP02570,2017-03-19,56.0,Female,Single,Region VII,Master,Finance,Regular,Graveyard,30.0,85000.0,4.2,Exceeds Expectations,28.0,10,13,300.0,2.4,2.0,8,2,0,2017,Very High,Senior (46+),1,2.2,0.26666666666666666,Moderate,900.0,2833.3333333333335,0,1,3,3,1.4655172413793103,10.08,240.0,0.3333333333333333,20.4,4,120.0,26.0,0,3,22.2,4,3,0,2,6,2,2,1,3,1,2
EMP01682,2008-02-18,34.0,Female,Single,NCR,Master,Sales,Regular,Afternoon,8.8,47500.0,3.8,Exceeds Expectations,42.0,0,7,7.0,5.4,6.0,2,0,0,2008,High,Mid-Career (31-45),0,5.7,0.22727272727272727,Low,77.44000000000001,5397.727272727272,0,1,3,1,1.3194444444444444,20.52,17.6,0.0,25.650000000000002,4,35.2,25.2,0,3,13.46,4,3,0,2,1,7,2,0,0,0,1
EMP03723,2022-11-23,50.0,Male,Single,Region III,Master,Marketing,Regular,Afternoon,24.2,69500.0,2.9,Meets Expectations,32.0,15,26,66.0,4.2,2.7,5,2,0,2022,Very High,Senior (46+),0,3.45,0.2066115702479339,High,585.64,2871.900826446281,0,1,2,1,1.404040404040404,12.18,121.0,0.6198347107438017,29.19,4,96.8,25.8,0,1,17.29,4,2,1,2,3,5,2,0,3,1,0
EMP03358,2018-01-31,36.0,Female,Single,NCR,Master,Operations,Regular,Morning,10.9,50000.0,2.6,Meets Expectations,42.0,10,40,9.0,6.1,1.2,2,1,1,2018,High,Mid-Career (31-45),0,3.65,0.18348623853211007,Very High,118.81,4587.155963302752,0,1,2,0,1.3333333333333333,15.86,21.8,0.9174311926605504,30.5,4,43.6,25.1,0,4,11.83,4,2,0,2,1,6,2,2,0,0,3
EMP04925,2014-05-01,48.0,Male,Married,Region VII,Bachelor,Compliance,Regular,Afternoon,21.7,55000.0,2.7,Meets Expectations,28.0,13,0,279.0,4.1,2.5,4,1,0,2014,High,Senior (46+),0,3.3,0.18433179723502305,Low,470.89,2534.562211981567,0,1,2,1,1.0526315789473684,11.07,86.8,0.599078341013825,22.549999999999997,3,65.1,26.3,0,1,15.64,3,2,1,0,6,0,2,0,0,1,1
EMP03330,2014-09-02,45.0,Female,Married,Region VI,Vocational,Operations,Regular,Graveyard,16.0,29000.0,4.1,Exceeds Expectations,37.0,10,28,38.0,4.7,2.0,5,8,1,2014,Medium,Mid-Career (31-45),1,3.35,0.3125,High,256.0,1812.5,0,1,3,3,0.7733333333333333,19.27,80.0,0.625,13.63,2,32.0,29.0,0,2,17.549999999999997,2,3,0,0,5,6,2,1,2,0,0
EMP04348,2023-06-04,58.0,Male,Married,CAR,Vocational,Operations,Contractual,Morning,12.0,27000.0,3.1,Meets Expectations,29.0,10,27,195.0,3.5,6.6,2,0,1,2023,Medium,Senior (46+),0,5.05,0.16666666666666666,High,144.0,2250.0,1,0,2,0,0.72,10.85,24.0,0.8333333333333334,9.450000000000001,2,24.0,46.0,0,6,9.45,2,2,1,0,0,6,0,2,2,1,0
EMP03896,2013-05-28,58.0,Female,Married,NCR,Vocational,Customer Service,Contractual,Morning,17.1,37000.0,1.0,Needs Improvement,18.0,14,9,10.0,2.3,3.9,1,1,1,2013,Medium,Senior (46+),0,3.0999999999999996,0.05847953216374269,Low,292.41,2163.742690058479,1,0,1,0,0.9367088607594937,2.3,17.1,0.8187134502923976,8.51,2,34.2,40.9,0,9,7.5200000000000005,2,1,0,0,1,1,0,2,2,1,1
EMP01080,2023-01-12,30.0,Female,Single,Region IV-A,PhD,Operations,Regular,Afternoon,13.8,70500.0,2.8,Meets Expectations,47.0,9,13,28.0,2.7,4.4,2,1,1,2023,Very High,Young (18-30),0,3.5500000000000003,0.14492753623188406,Moderate,190.44000000000003,5108.695652173913,0,1,2,1,1.88,7.56,27.6,0.6521739130434783,19.035,5,69.0,16.2,0,4,12.309999999999999,5,2,0,2,4,6,2,0,3,2,2
EMP01743,2013-07-18,33.0,Female,Married,NCR,Vocational,Marketing,Project-based,Night,4.4,35500.0,5.0,Outstanding,62.0,7,22,9.0,7.1,5.1,1,2,1,2013,Medium,Mid-Career (31-45),1,6.1,0.22727272727272727,High,19.360000000000003,8068.181818181817,2,0,4,2,0.7171717171717171,35.5,4.4,1.5909090909090908,25.205,2,8.8,28.6,0,9,9.98,2,4,0,0,1,5,1,3,2,0,0
EMP03654,2012-03-05,45.0,Female,Married,Region VII,Bachelor,Operations,Contractual,Graveyard,7.7,24000.0,4.3,Exceeds Expectations,34.0,10,23,138.0,4.1,2.9,2,2,1,2012,Low,Mid-Career (31-45),1,3.5,0.2597402597402597,High,59.290000000000006,3116.8831168831166,1,0,3,3,0.64,17.63,15.4,1.2987012987012987,9.839999999999998,3,23.1,37.3,0,7,9.04,3,3,0,0,6,6,0,1,1,0,0
EMP01200,2018-08-29,32.0,Male,Married,Region VII,Bachelor,Marketing,Regular,Graveyard,9.5,48500.0,3.6,Exceeds Expectations,39.0,8,13,300.0,5.0,4.8,2,2,1,2018,High,Mid-Career (31-45),0,4.9,0.21052631578947367,Moderate,90.25,5105.263157894737,0,1,3,3,0.9797979797979798,18.0,19.0,0.8421052631578947,24.25,3,28.5,22.5,0,4,12.8,3,3,1,0,6,5,2,1,0,0,2
EMP05544,2009-04-17,39.0,Female,Single,Region III,Bachelor,Sales,Regular,Night,14.8,32500.0,3.4,Meets Expectations,32.0,17,11,47.0,4.8,4.7,3,4,1,2009,Medium,Mid-Career (31-45),0,4.75,0.2027027027027027,Moderate,219.04000000000002,2195.945945945946,0,1,2,2,0.9027777777777778,16.32,44.400000000000006,1.1486486486486487,15.6,3,44.400000000000006,24.2,0,1,14.71,3,2,0,2,3,7,2,3,2,0,2
EMP04384,2014-09-25,31.0,Female,Separated,Region I,Bachelor,Sales,Regular,Graveyard,6.4,34500.0,2.7,Meets Expectations,45.0,12,6,300.0,3.6,1.3,1,0,1,2014,Medium,Mid-Career (31-45),0,2.45,0.15625,Low,40.96000000000001,5390.625,0,1,2,3,0.9583333333333334,9.72,6.4,1.875,12.420000000000002,3,19.200000000000003,24.6,0,6,8.73,3,2,0,1,2,7,2,1,2,0,1
EMP01430,2017-08-04,54.0,Female,Single,Region IV-A,Master,Operations,Regular,Morning,21.1,58000.0,3.4,Meets Expectations,28.0,17,29,38.0,5.0,2.5,4,3,0,2017,High,Senior (46+),0,3.75,0.1895734597156398,High,445.21000000000004,2748.815165876777,0,1,2,0,1.5466666666666666,17.0,84.4,0.8056872037914692,29.0,4,84.4,32.9,0,1,15.97,4,2,0,2,4,6,2,2,0,1,0
